freq,unit,c_unload,c_load,geo\TIME_PERIOD	2005 	2010 	2015 	2020 
A,PAS,HU10,BE21,HU	71 	2 	: 	: 
A,PAS,HU10,BE24,BE	2 	: 	: c	: 
A,PAS,HU10,BE25,BE	6 	: 	: c	: 
A,PAS,HU10,BE33,BE	11 	: 	: c	: 
A,PAS,HU10,BE33,HU	: 	30 	: 	: 
A,PAS,HU10,BG31,HU	: 	: 	: c	: 
A,PAS,HU10,BG32,HU	: 	412 	: c	: 
A,PAS,HU10,BG33,HU	: 	65 	: c	: 
A,PAS,HU10,BG34,HU	: 	585 	: c	: 
A,PAS,HU10,BG41,HU	: 	22 	: c	: 
A,PAS,HU10,BG42,HU	: 	: 	: c	: 
A,PAS,HU10,CH01,HU	194 	: 	: 	: 
A,PAS,HU10,CH02,HU	343 	: 	: 	: 
A,PAS,HU10,CH03,HU	499 	: 	: 	: 
A,PAS,HU10,CH04,HU	1360 	: 	: 	: 
A,PAS,HU10,CH05,HU	126 	: 	: 	: 
A,PAS,HU10,CH06,HU	96 	: 	: 	: 
A,PAS,HU10,CHXX,HU	5893 	35542 	: 	: 
A,PAS,HU10,CZ01,CZ	22670 	20780 	56738 	: 
A,PAS,HU10,CZ01,HU	909 	35460 	: c	: 
A,PAS,HU10,CZ02,CZ	120 	100 	429 	: 
A,PAS,HU10,CZ02,HU	: 	182 	: c	: 
A,PAS,HU10,CZ03,CZ	320 	130 	300 	: 
A,PAS,HU10,CZ03,HU	: 	266 	: c	: 
A,PAS,HU10,CZ04,CZ	250 	210 	294 	: 
A,PAS,HU10,CZ04,HU	: 	208 	: c	: 
A,PAS,HU10,CZ05,CZ	430 	550 	2268 	: 
A,PAS,HU10,CZ05,HU	: 	1024 	: c	: 
A,PAS,HU10,CZ06,CZ	4290 	2760 	11785 	: 
A,PAS,HU10,CZ06,HU	: 	5220 	: c	: 
A,PAS,HU10,CZ07,CZ	490 	400 	1900 	: 
A,PAS,HU10,CZ07,HU	: 	742 	: c	: 
A,PAS,HU10,CZ08,CZ	390 	290 	1903 	: 
A,PAS,HU10,CZ08,HU	: 	512 	: c	: 
A,PAS,HU10,CZXX,HU	284 	: 	: 	: 
A,PAS,HU10,DE11,DE	2185 	: 	: 	: 
A,PAS,HU10,DE11,HU	2134 	6244 	: c	: 
A,PAS,HU10,DE12,DE	1575 	: 	: 	: 
A,PAS,HU10,DE12,HU	1896 	6126 	: c	: 
A,PAS,HU10,DE13,DE	1240 	: 	: 	: 
A,PAS,HU10,DE13,HU	1896 	2081 	: c	: 
A,PAS,HU10,DE14,DE	1074 	: 	: 	: 
A,PAS,HU10,DE14,HU	1106 	3604 	: c	: 
A,PAS,HU10,DE21,DE	10389 	: 	: 	: 
A,PAS,HU10,DE21,HU	14491 	34444 	: c	: 
A,PAS,HU10,DE22,DE	433 	: 	: 	: 
A,PAS,HU10,DE22,HU	1926 	4780 	: c	: 
A,PAS,HU10,DE23,DE	1253 	: 	: 	: 
A,PAS,HU10,DE23,HU	1375 	5008 	: c	: 
A,PAS,HU10,DE24,DE	374 	: 	: 	: 
A,PAS,HU10,DE24,HU	379 	2478 	: c	: 
A,PAS,HU10,DE25,DE	2348 	: 	: 	: 
A,PAS,HU10,DE25,HU	2614 	6744 	: c	: 
A,PAS,HU10,DE26,DE	1185 	: 	: 	: 
A,PAS,HU10,DE26,HU	1094 	2449 	: c	: 
A,PAS,HU10,DE27,DE	1114 	: 	: 	: 
A,PAS,HU10,DE27,HU	619 	4273 	: c	: 
A,PAS,HU10,DE30,DE	1022 	: 	: 	: 
A,PAS,HU10,DE30,HU	1482 	3346 	: c	: 
A,PAS,HU10,DE40,HU	: 	: 	: c	: 
A,PAS,HU10,DE41,DE	60 	: 	: 	: 
A,PAS,HU10,DE41,HU	: 	3309 	: 	: 
A,PAS,HU10,DE42,DE	97 	: 	: 	: 
A,PAS,HU10,DE42,HU	: 	1052 	: 	: 
A,PAS,HU10,DE50,DE	138 	: 	: 	: 
A,PAS,HU10,DE50,HU	188 	2140 	: c	: 
A,PAS,HU10,DE60,DE	300 	: 	: 	: 
A,PAS,HU10,DE60,HU	467 	1133 	: c	: 
A,PAS,HU10,DE71,DE	2787 	: 	: 	: 
A,PAS,HU10,DE71,HU	3190 	9539 	: c	: 
A,PAS,HU10,DE72,DE	318 	: 	: 	: 
A,PAS,HU10,DE72,HU	322 	890 	: c	: 
A,PAS,HU10,DE73,DE	444 	: 	: 	: 
A,PAS,HU10,DE73,HU	483 	662 	: c	: 
A,PAS,HU10,DE80,DE	118 	: 	: 	: 
A,PAS,HU10,DE80,HU	160 	1772 	: c	: 
A,PAS,HU10,DE91,DE	294 	: 	: 	: 
A,PAS,HU10,DE91,HU	356 	3773 	: c	: 
A,PAS,HU10,DE92,DE	472 	: 	: 	: 
A,PAS,HU10,DE92,HU	1088 	574 	: c	: 
A,PAS,HU10,DE93,DE	123 	: 	: 	: 
A,PAS,HU10,DE93,HU	220 	765 	: c	: 
A,PAS,HU10,DE94,DE	208 	: 	: 	: 
A,PAS,HU10,DE94,HU	103 	2133 	: c	: 
A,PAS,HU10,DEA1,DE	629 	: 	: 	: 
A,PAS,HU10,DEA1,HU	796 	1206 	: c	: 
A,PAS,HU10,DEA2,DE	992 	: 	: 	: 
A,PAS,HU10,DEA2,HU	1363 	2015 	: c	: 
A,PAS,HU10,DEA3,DE	69 	: 	: 	: 
A,PAS,HU10,DEA3,HU	: 	449 	: c	: 
A,PAS,HU10,DEA4,DE	263 	: 	: 	: 
A,PAS,HU10,DEA4,HU	219 	544 	: c	: 
A,PAS,HU10,DEA5,DE	229 	: 	: 	: 
A,PAS,HU10,DEA5,HU	522 	346 	: c	: 
A,PAS,HU10,DEB1,DE	387 	: 	: 	: 
A,PAS,HU10,DEB1,HU	65 	1184 	: c	: 
A,PAS,HU10,DEB2,DE	204 	: 	: 	: 
A,PAS,HU10,DEB2,HU	154 	221 	: c	: 
A,PAS,HU10,DEB3,DE	541 	: 	: 	: 
A,PAS,HU10,DEB3,HU	741 	1441 	: c	: 
A,PAS,HU10,DEC0,DE	190 	: 	: 	: 
A,PAS,HU10,DEC0,HU	: 	88 	: 	: 
A,PAS,HU10,DED1,DE	214 	: 	: 	: 
A,PAS,HU10,DED1,HU	104 	3457 	: 	: 
A,PAS,HU10,DED2,DE	1558 	: 	: 	: 
A,PAS,HU10,DED2,HU	1602 	3905 	: c	: 
A,PAS,HU10,DED3,DE	334 	: 	: 	: 
A,PAS,HU10,DED3,HU	402 	6156 	: 	: 
A,PAS,HU10,DED4,HU	: 	: 	: c	: 
A,PAS,HU10,DED5,HU	: 	: 	: c	: 
A,PAS,HU10,DEE0,HU	: 	3876 	: c	: 
A,PAS,HU10,DEE1,DE	28 	: 	: 	: 
A,PAS,HU10,DEE2,DE	202 	: 	: 	: 
A,PAS,HU10,DEE3,DE	56 	: 	: 	: 
A,PAS,HU10,DEE3,HU	88 	: 	: 	: 
A,PAS,HU10,DEF0,DE	269 	: 	: 	: 
A,PAS,HU10,DEF0,HU	834 	1397 	: c	: 
A,PAS,HU10,DEG0,DE	597 	: 	: 	: 
A,PAS,HU10,DEG0,HU	293 	4405 	: c	: 
A,PAS,HU10,DEXX,HU	1043 	: 	: 	: 
A,PAS,HU10,DK,DK	617 	: 	: 	: 
A,PAS,HU10,DK,HU	266 	: 	: 	: 
A,PAS,HU10,DK01,HU	: 	4700 	: 	: 
A,PAS,HU10,EL12,HU	: 	36 	: 	: 
A,PAS,HU10,EL30,HU	: 	478 	: 	: 
A,PAS,HU10,EL52,HU	: 	: 	: c	: 
A,PAS,HU10,ESXX,HU	: 	6364 	: 	: 
A,PAS,HU10,FI18,HU	: 	3856 	: 	: 
A,PAS,HU10,FR10,FR	: c	: c	: 	: 
A,PAS,HU10,FR10,HU	: 	95846 	: 	: 
A,PAS,HU10,FR26,FR	: c	: 	: 	: 
A,PAS,HU10,FR41,FR	: c	: c	: c	: 
A,PAS,HU10,FR41,HU	: 	2 	: c	: 
A,PAS,HU10,FR42,FR	: c	: c	: c	: 
A,PAS,HU10,FR42,HU	63 	30 	: c	: 
A,PAS,HU10,FR43,FR	: c	: 	: 	: 
A,PAS,HU10,FR71,FR	: c	: 	: c	: 
A,PAS,HU10,FR71,HU	: 	6 	: 	: 
A,PAS,HU10,FR81,FR	: c	: 	: 	: 
A,PAS,HU10,FR82,FR	: c	: c	: 	: 
A,PAS,HU10,HR,HU	8029 	: 	: 	: 
A,PAS,HU10,HR01,HR	: 	17966 	: 	: 
A,PAS,HU10,HR02,HR	: 	925 	: 	: 
A,PAS,HU10,HR03,HR	: 	921 	909 	: 
A,PAS,HU10,HR04,HR	: 	: 	15384 	: 
A,PAS,HU10,HR04,HU	: 	: 	: c	: 
A,PAS,HU10,HRXX,HU	: 	26762 	: 	: 
A,PAS,HU10,HU10,HU	17194921 	19460197 	: c	: 
A,PAS,HU10,HU21,HU	4005618 	3701153 	: c	: 
A,PAS,HU10,HU22,HU	2889947 	2305707 	: c	: 
A,PAS,HU10,HU23,HU	2727986 	1930119 	: c	: 
A,PAS,HU10,HU31,HU	3492279 	2918167 	: c	: 
A,PAS,HU10,HU32,HU	5716090 	5316957 	: c	: 
A,PAS,HU10,HU33,HU	2849172 	2802200 	: c	: 
A,PAS,HU10,IE02,HU	: 	6696 	: 	: 
A,PAS,HU10,ITC1,IT	: c	: 	: 	: 
A,PAS,HU10,ITC3,HU	80 	: 	: 	: 
A,PAS,HU10,ITC3,IT	: c	: 	: 	: 
A,PAS,HU10,ITC4,HU	381 	: 	: 	: 
A,PAS,HU10,ITC4,IT	: c	: 	: 	: 
A,PAS,HU10,ITD1,IT	: c	: 	: 	: 
A,PAS,HU10,ITD2,IT	: c	: 	: 	: 
A,PAS,HU10,ITD3,HU	2399 	31716 	: 	: 
A,PAS,HU10,ITD3,IT	: c	: c	: 	: 
A,PAS,HU10,ITD4,HU	789 	12 	: 	: 
A,PAS,HU10,ITD4,IT	: c	: 	: 	: 
A,PAS,HU10,ITD5,HU	98 	: 	: 	: 
A,PAS,HU10,ITD5,IT	: c	: 	: 	: 
A,PAS,HU10,ITE1,HU	123 	: 	: 	: 
A,PAS,HU10,ITE1,IT	: c	: 	: 	: 
A,PAS,HU10,ITE2,IT	: c	: 	: 	: 
A,PAS,HU10,ITE3,IT	: c	: 	: 	: 
A,PAS,HU10,ITE4,HU	82 	: 	: 	: 
A,PAS,HU10,ITE4,IT	: c	: 	: 	: 
A,PAS,HU10,ITF1,IT	: c	: 	: 	: 
A,PAS,HU10,ITF3,IT	: c	: 	: 	: 
A,PAS,HU10,ITF4,IT	: c	: 	: 	: 
A,PAS,HU10,ITF6,IT	: c	: 	: 	: 
A,PAS,HU10,ITG1,IT	: c	: 	: 	: 
A,PAS,HU10,ITH3,HU	: 	: 	: c	: 
A,PAS,HU10,ITXX,IT	: c	: 	: 	: 
A,PAS,HU10,LT,HU	: 	46 	: 	: 
A,PAS,HU10,LT,LT	: c	21 	: 	: 
A,PAS,HU10,LU,HU	: 	230 	: c	: 
A,PAS,HU10,LU,LU	30 	: c	28 	: c
A,PAS,HU10,MEXX,HU	: 	20 	: 	: 
A,PAS,HU10,MKXX,HU	: 	693 	: 	: 
A,PAS,HU10,NL11,HU	: 	92 	: 	: 
A,PAS,HU10,NL11,NL	121 	: c	: 	: 
A,PAS,HU10,NL12,NL	7 	: 	: 	: 
A,PAS,HU10,NL13,HU	: 	15 	: 	: 
A,PAS,HU10,NL13,NL	4 	: 	: 	: 
A,PAS,HU10,NL21,HU	: 	92 	: c	: 
A,PAS,HU10,NL21,NL	37 	: c	: 	: 
A,PAS,HU10,NL22,HU	: 	337 	: 	: 
A,PAS,HU10,NL22,NL	161 	: c	: 	: 
A,PAS,HU10,NL31,HU	: 	995 	: c	: 
A,PAS,HU10,NL31,NL	234 	: c	: 	: 
A,PAS,HU10,NL32,HU	: 	1454 	: c	: 
A,PAS,HU10,NL32,NL	293 	: c	: 	: 
A,PAS,HU10,NL33,HU	: 	827 	: c	: 
A,PAS,HU10,NL33,NL	174 	: c	: 	: 
A,PAS,HU10,NL34,NL	10 	: 	: 	: 
A,PAS,HU10,NL41,HU	: 	168 	: 	: 
A,PAS,HU10,NL41,NL	106 	: c	: 	: 
A,PAS,HU10,NL42,HU	: 	168 	: 	: 
A,PAS,HU10,NL42,NL	28 	: c	: 	: 
A,PAS,HU10,NOXX,HU	: 	3494 	: 	: 
A,PAS,HU10,PL11,HU	: 	56 	: c	: 
A,PAS,HU10,PL11,PL	62 	54 	37 	: 
A,PAS,HU10,PL12,HU	4255 	6754 	: c	: 
A,PAS,HU10,PL12,PL	6910 	4094 	1982 	: 
A,PAS,HU10,PL21,HU	5289 	4068 	: c	: 
A,PAS,HU10,PL21,PL	6595 	2165 	3226 	: 
A,PAS,HU10,PL22,HU	1518 	1456 	: c	: 
A,PAS,HU10,PL22,PL	2454 	1198 	1237 	: 
A,PAS,HU10,PL31,HU	: 	22 	: c	: 
A,PAS,HU10,PL31,PL	18 	23 	15 	: 
A,PAS,HU10,PL32,HU	: 	6 	: c	: 
A,PAS,HU10,PL32,PL	36 	6 	: 	: 
A,PAS,HU10,PL33,PL	23 	: 	5 	: 
A,PAS,HU10,PL34,HU	: 	39 	: c	: 
A,PAS,HU10,PL34,PL	39 	37 	6 	: 
A,PAS,HU10,PL41,HU	64 	87 	: c	: 
A,PAS,HU10,PL41,PL	115 	52 	16 	: 
A,PAS,HU10,PL42,HU	: 	75 	: c	: 
A,PAS,HU10,PL42,PL	35 	28 	47 	: 
A,PAS,HU10,PL43,HU	: 	7 	: 	: 
A,PAS,HU10,PL43,PL	2 	1 	: 	: 
A,PAS,HU10,PL51,HU	90 	90 	: c	: 
A,PAS,HU10,PL51,PL	118 	70 	1 	: 
A,PAS,HU10,PL52,HU	: 	19 	: c	: 
A,PAS,HU10,PL52,PL	32 	15 	5 	: 
A,PAS,HU10,PL61,HU	: 	38 	: c	: 
A,PAS,HU10,PL61,PL	18 	36 	7 	: 
A,PAS,HU10,PL62,HU	: 	5 	: 	: 
A,PAS,HU10,PL62,PL	2 	3 	: 	: 
A,PAS,HU10,PL63,HU	216 	250 	: c	: 
A,PAS,HU10,PL63,PL	503 	250 	55 	: 
A,PAS,HU10,PT17,HU	: 	428 	: 	: 
A,PAS,HU10,RO,HU	48709 	: 	: 	: 
A,PAS,HU10,RO11,HU	: 	7 	: c	: 
A,PAS,HU10,RO12,HU	: 	19 	: c	: 
A,PAS,HU10,RO21,HU	: 	722 	: c	: 
A,PAS,HU10,RO22,HU	: 	169 	: c	: 
A,PAS,HU10,RO31,HU	: 	15112 	: c	: 
A,PAS,HU10,RO32,HU	: 	26287 	: c	: 
A,PAS,HU10,RO41,HU	: 	28246 	: c	: 
A,PAS,HU10,RO42,HU	: 	7047 	: c	: 
A,PAS,HU10,RS,HU	: 	52390 	: 	: 
A,PAS,HU10,RU,HU	: 	11187 	: 	: 
A,PAS,HU10,SE11,HU	: 	10806 	: 	: 
A,PAS,HU10,SI,HU	3312 	: 	: 	: 
A,PAS,HU10,SI,SI	5055 	: 	: 	: 
A,PAS,HU10,SI01,SI	: 	5151 	: 	: 
A,PAS,HU10,SI02,SI	: 	2705 	: 	: 
A,PAS,HU10,SI03,HU	: 	: 	: c	: 
A,PAS,HU10,SI03,SI	: 	: 	1512 	: 
A,PAS,HU10,SI04,HU	: 	: 	: c	: 
A,PAS,HU10,SI04,SI	: 	: 	6094 	: 
A,PAS,HU10,SIXX,HU	: 	10249 	: 	: 
A,PAS,HU10,SK01,HU	16035 	73940 	: c	: 
A,PAS,HU10,SK01,SK	28225 	28395 	45096 	: 
A,PAS,HU10,SK02,HU	6459 	22905 	: c	: 
A,PAS,HU10,SK02,SK	12590 	17261 	33116 	: 
A,PAS,HU10,SK03,HU	1079 	1195 	: c	: 
A,PAS,HU10,SK03,SK	2329 	642 	152 	: 
A,PAS,HU10,SK04,HU	5072 	13795 	: c	: 
A,PAS,HU10,SK04,SK	9642 	8141 	12833 	: 
A,PAS,HU10,SM,HU	505 	: 	: 	: 
A,PAS,HU10,TRXX,HU	: 	903 	: 	: 
A,PAS,HU10,UA,HU	402 	37506 	: 	: 
A,PAS,HU11,AT11,HU	: 	: 	: 	: c
A,PAS,HU11,AT12,HU	: 	: 	: 	: c
A,PAS,HU11,AT13,HU	: 	: 	: 	: c
A,PAS,HU11,AT21,HU	: 	: 	: 	: c
A,PAS,HU11,AT22,HU	: 	: 	: 	: c
A,PAS,HU11,AT31,HU	: 	: 	: 	: c
A,PAS,HU11,AT32,HU	: 	: 	: 	: c
A,PAS,HU11,AT33,HU	: 	: 	: 	: c
A,PAS,HU11,AT34,HU	: 	: 	: 	: c
A,PAS,HU11,BE10,HU	: 	: 	: 	: c
A,PAS,HU11,BE21,HU	: 	: 	: 	: c
A,PAS,HU11,BE23,HU	: 	: 	: 	: c
A,PAS,HU11,BE24,HU	: 	: 	: 	: c
A,PAS,HU11,BE25,HU	: 	: 	: 	: c
A,PAS,HU11,BE32,HU	: 	: 	: 	: c
A,PAS,HU11,BE33,HU	: 	: 	: 	: c
A,PAS,HU11,BG33,HU	: 	: 	: 	: c
A,PAS,HU11,BG34,HU	: 	: 	: 	: c
A,PAS,HU11,BG41,HU	: 	: 	: 	: c
A,PAS,HU11,CZ01,CZ	: 	: 	: 	46446 
A,PAS,HU11,CZ01,HU	: 	: 	: 	: c
A,PAS,HU11,CZ02,CZ	: 	: 	: 	195 
A,PAS,HU11,CZ02,HU	: 	: 	: 	: c
A,PAS,HU11,CZ03,CZ	: 	: 	: 	178 
A,PAS,HU11,CZ03,HU	: 	: 	: 	: c
A,PAS,HU11,CZ04,CZ	: 	: 	: 	195 
A,PAS,HU11,CZ04,HU	: 	: 	: 	: c
A,PAS,HU11,CZ05,CZ	: 	: 	: 	1400 
A,PAS,HU11,CZ05,HU	: 	: 	: 	: c
A,PAS,HU11,CZ06,CZ	: 	: 	: 	5886 
A,PAS,HU11,CZ06,HU	: 	: 	: 	: c
A,PAS,HU11,CZ07,CZ	: 	: 	: 	862 
A,PAS,HU11,CZ07,HU	: 	: 	: 	: c
A,PAS,HU11,CZ08,CZ	: 	: 	: 	898 
A,PAS,HU11,CZ08,HU	: 	: 	: 	: c
A,PAS,HU11,DE11,HU	: 	: 	: 	: c
A,PAS,HU11,DE12,HU	: 	: 	: 	: c
A,PAS,HU11,DE13,HU	: 	: 	: 	: c
A,PAS,HU11,DE14,HU	: 	: 	: 	: c
A,PAS,HU11,DE21,HU	: 	: 	: 	: c
A,PAS,HU11,DE22,HU	: 	: 	: 	: c
A,PAS,HU11,DE23,HU	: 	: 	: 	: c
A,PAS,HU11,DE24,HU	: 	: 	: 	: c
A,PAS,HU11,DE25,HU	: 	: 	: 	: c
A,PAS,HU11,DE26,HU	: 	: 	: 	: c
A,PAS,HU11,DE27,HU	: 	: 	: 	: c
A,PAS,HU11,DE30,HU	: 	: 	: 	: c
A,PAS,HU11,DE40,HU	: 	: 	: 	: c
A,PAS,HU11,DE50,HU	: 	: 	: 	: c
A,PAS,HU11,DE60,HU	: 	: 	: 	: c
A,PAS,HU11,DE71,HU	: 	: 	: 	: c
A,PAS,HU11,DE72,HU	: 	: 	: 	: c
A,PAS,HU11,DE73,HU	: 	: 	: 	: c
A,PAS,HU11,DE80,HU	: 	: 	: 	: c
A,PAS,HU11,DE91,HU	: 	: 	: 	: c
A,PAS,HU11,DK03,HU	: 	: 	: 	: c
A,PAS,HU11,DK04,HU	: 	: 	: 	: c
A,PAS,HU11,ES11,HU	: 	: 	: 	: c
A,PAS,HU11,FI1B,HU	: 	: 	: 	: c
A,PAS,HU11,FR10,HU	: 	: 	: 	: c
A,PAS,HU11,FRB0,HU	: 	: 	: 	: c
A,PAS,HU11,FRF1,FR	: 	: 	: 	: c
A,PAS,HU11,HR02,HR	: 	: 	: 	5 
A,PAS,HU11,HR03,HU	: 	: 	: 	: c
A,PAS,HU11,HR05,HR	: 	: 	: 	908 
A,PAS,HU11,HR06,HR	: 	: 	: 	5 
A,PAS,HU11,HU11,HU	: 	: 	: 	: c
A,PAS,HU11,HU12,HU	: 	: 	: 	: c
A,PAS,HU11,HU21,HU	: 	: 	: 	: c
A,PAS,HU11,HU22,HU	: 	: 	: 	: c
A,PAS,HU11,HU23,HU	: 	: 	: 	: c
A,PAS,HU11,HU31,HU	: 	: 	: 	: c
A,PAS,HU11,HU32,HU	: 	: 	: 	: c
A,PAS,HU11,HU33,HU	: 	: 	: 	: c
A,PAS,HU11,IE04,HU	: 	: 	: 	: c
A,PAS,HU11,ITH3,HU	: 	: 	: 	: c
A,PAS,HU11,LU,HU	: 	: 	: 	: c
A,PAS,HU11,NL11,HU	: 	: 	: 	: c
A,PAS,HU11,NL12,HU	: 	: 	: 	: c
A,PAS,HU11,NL21,HU	: 	: 	: 	: c
A,PAS,HU11,NL22,HU	: 	: 	: 	: c
A,PAS,HU11,NL33,HU	: 	: 	: 	: c
A,PAS,HU11,NL34,HU	: 	: 	: 	: c
A,PAS,HU11,NL41,HU	: 	: 	: 	: c
A,PAS,HU11,NL42,HU	: 	: 	: 	: c
A,PAS,HU11,PL21,HU	: 	: 	: 	: c
A,PAS,HU11,PL22,HU	: 	: 	: 	: c
A,PAS,HU11,PL41,HU	: 	: 	: 	: c
A,PAS,HU11,PL43,HU	: 	: 	: 	: c
A,PAS,HU11,PL51,HU	: 	: 	: 	: c
A,PAS,HU11,PL52,HU	: 	: 	: 	: c
A,PAS,HU11,PL71,HU	: 	: 	: 	: c
A,PAS,HU11,PL72,HU	: 	: 	: 	: c
A,PAS,HU11,PL81,HU	: 	: 	: 	: c
A,PAS,HU11,PL91,HU	: 	: 	: 	: c
A,PAS,HU11,PT16,HU	: 	: 	: 	: c
A,PAS,HU11,RO11,HU	: 	: 	: 	: c
A,PAS,HU11,RO12,HU	: 	: 	: 	: c
A,PAS,HU11,RO21,HU	: 	: 	: 	: c
A,PAS,HU11,RO22,HU	: 	: 	: 	: c
A,PAS,HU11,RO31,HU	: 	: 	: 	: c
A,PAS,HU11,RO32,HU	: 	: 	: 	: c
A,PAS,HU11,RO41,HU	: 	: 	: 	: c
A,PAS,HU11,RO42,HU	: 	: 	: 	: c
A,PAS,HU11,SI03,HU	: 	: 	: 	: c
A,PAS,HU11,SI03,SI	: 	: 	: 	498 
A,PAS,HU11,SI04,HU	: 	: 	: 	: c
A,PAS,HU11,SI04,SI	: 	: 	: 	2659 
A,PAS,HU11,SK01,HU	: 	: 	: 	: c
A,PAS,HU11,SK01,SK	: 	: 	: 	9609 
A,PAS,HU11,SK02,HU	: 	: 	: 	: c
A,PAS,HU11,SK02,SK	: 	: 	: 	10087 
A,PAS,HU11,SK03,HU	: 	: 	: 	: c
A,PAS,HU11,SK03,SK	: 	: 	: 	59 
A,PAS,HU11,SK04,HU	: 	: 	: 	: c
A,PAS,HU11,SK04,SK	: 	: 	: 	3033 
A,PAS,HU12,AT11,HU	: 	: 	: 	: c
A,PAS,HU12,AT12,HU	: 	: 	: 	: c
A,PAS,HU12,AT13,HU	: 	: 	: 	: c
A,PAS,HU12,AT22,HU	: 	: 	: 	: c
A,PAS,HU12,AT31,HU	: 	: 	: 	: c
A,PAS,HU12,AT32,HU	: 	: 	: 	: c
A,PAS,HU12,AT33,HU	: 	: 	: 	: c
A,PAS,HU12,AT34,HU	: 	: 	: 	: c
A,PAS,HU12,BE10,HU	: 	: 	: 	: c
A,PAS,HU12,BE23,HU	: 	: 	: 	: c
A,PAS,HU12,BE25,HU	: 	: 	: 	: c
A,PAS,HU12,BE32,HU	: 	: 	: 	: c
A,PAS,HU12,BE33,HU	: 	: 	: 	: c
A,PAS,HU12,BG33,HU	: 	: 	: 	: c
A,PAS,HU12,BG34,HU	: 	: 	: 	: c
A,PAS,HU12,CZ01,CZ	: 	: 	: 	119 
A,PAS,HU12,CZ01,HU	: 	: 	: 	: c
A,PAS,HU12,CZ02,CZ	: 	: 	: 	2 
A,PAS,HU12,CZ02,HU	: 	: 	: 	: c
A,PAS,HU12,CZ03,HU	: 	: 	: 	: c
A,PAS,HU12,CZ04,CZ	: 	: 	: 	4 
A,PAS,HU12,CZ04,HU	: 	: 	: 	: c
A,PAS,HU12,CZ05,CZ	: 	: 	: 	9 
A,PAS,HU12,CZ05,HU	: 	: 	: 	: c
A,PAS,HU12,CZ06,CZ	: 	: 	: 	48 
A,PAS,HU12,CZ06,HU	: 	: 	: 	: c
A,PAS,HU12,CZ07,CZ	: 	: 	: 	8 
A,PAS,HU12,CZ07,HU	: 	: 	: 	: c
A,PAS,HU12,CZ08,CZ	: 	: 	: 	4 
A,PAS,HU12,CZ08,HU	: 	: 	: 	: c
A,PAS,HU12,DE11,HU	: 	: 	: 	: c
A,PAS,HU12,DE12,HU	: 	: 	: 	: c
A,PAS,HU12,DE13,HU	: 	: 	: 	: c
A,PAS,HU12,DE14,HU	: 	: 	: 	: c
A,PAS,HU12,DE21,HU	: 	: 	: 	: c
A,PAS,HU12,DE22,HU	: 	: 	: 	: c
A,PAS,HU12,DE24,HU	: 	: 	: 	: c
A,PAS,HU12,DE25,HU	: 	: 	: 	: c
A,PAS,HU12,DE26,HU	: 	: 	: 	: c
A,PAS,HU12,DE27,HU	: 	: 	: 	: c
A,PAS,HU12,DE30,HU	: 	: 	: 	: c
A,PAS,HU12,DE50,HU	: 	: 	: 	: c
A,PAS,HU12,DE60,HU	: 	: 	: 	: c
A,PAS,HU12,DE71,HU	: 	: 	: 	: c
A,PAS,HU12,DE72,HU	: 	: 	: 	: c
A,PAS,HU12,DE73,HU	: 	: 	: 	: c
A,PAS,HU12,DE80,HU	: 	: 	: 	: c
A,PAS,HU12,DE91,HU	: 	: 	: 	: c
A,PAS,HU12,FR10,HU	: 	: 	: 	: c
A,PAS,HU12,FRB0,HU	: 	: 	: 	: c
A,PAS,HU12,HR03,HU	: 	: 	: 	: c
A,PAS,HU12,HU11,HU	: 	: 	: 	: c
A,PAS,HU12,HU12,HU	: 	: 	: 	: c
A,PAS,HU12,HU21,HU	: 	: 	: 	: c
A,PAS,HU12,HU22,HU	: 	: 	: 	: c
A,PAS,HU12,HU23,HU	: 	: 	: 	: c
A,PAS,HU12,HU31,HU	: 	: 	: 	: c
A,PAS,HU12,HU32,HU	: 	: 	: 	: c
A,PAS,HU12,HU33,HU	: 	: 	: 	: c
A,PAS,HU12,ITH3,HU	: 	: 	: 	: c
A,PAS,HU12,PL21,HU	: 	: 	: 	: c
A,PAS,HU12,PL91,HU	: 	: 	: 	: c
A,PAS,HU12,PL91,PL	: 	: 	: 	: c
A,PAS,HU12,RO11,HU	: 	: 	: 	: c
A,PAS,HU12,RO12,HU	: 	: 	: 	: c
A,PAS,HU12,RO32,HU	: 	: 	: 	: c
A,PAS,HU12,RO42,HU	: 	: 	: 	: c
A,PAS,HU12,SI03,HU	: 	: 	: 	: c
A,PAS,HU12,SI04,HU	: 	: 	: 	: c
A,PAS,HU12,SK01,HU	: 	: 	: 	: c
A,PAS,HU12,SK02,HU	: 	: 	: 	: c
A,PAS,HU12,SK04,HU	: 	: 	: 	: c
A,PAS,HU21,AT11,HU	253 	: 	: c	: c
A,PAS,HU21,AT12,HU	: 	95 	: c	: c
A,PAS,HU21,AT13,HU	58 	428 	: c	: c
A,PAS,HU21,AT21,HU	: 	4 	: c	: 
A,PAS,HU21,AT22,HU	59 	35 	: c	: c
A,PAS,HU21,AT31,HU	: 	99 	: c	: c
A,PAS,HU21,AT32,HU	: 	22 	: c	: c
A,PAS,HU21,AT33,HU	: 	60 	: c	: c
A,PAS,HU21,AT34,HU	: 	35 	: c	: 
A,PAS,HU21,BE10,HU	: 	: 	: 	: c
A,PAS,HU21,BE23,HU	: 	: 	: 	: c
